GCR Energy Spectrum (2019 @ 5 au w/ GALPROP)
https://gcr.lpl.arizona.edu/gcr.php
Energy (MeV)      	Differential Intensity (m⁻² s⁻¹ sr⁻¹ MeV⁻¹)
22300109.264821105	1.2786394013995697e-11
24530120.191303235	9.800511862322858e-12
26983132.21043358 	7.472803030051892e-12
29681445.43147696 	5.7615268588207614e-12
32649589.974624686	4.364346190870885e-12
35914548.97208718 	3.3857631110474475e-12
39506003.86929593 	2.5470835318403375e-12
43456604.256225556	1.9888089851801975e-12
47802264.68184815 	1.4853205465745044e-12
52582491.15003301 	1.1676845780613164e-12
57840740.26503636 	8.667082189213763e-13
63624814.29154004 	6.85236842767117e-13
69987295.72069411 	5.108513948838598e-13
76986025.29276358 	4.0190093921829013e-13
84684627.82204    	3.0099563057339113e-13
93153090.60424407 	2.355861080663541e-13
