XYZ
400
-1.174252035070414285e-01 -1.008396863747214267e+00 7.179342522757856983e-03
-1.220866724646235552e-01 -1.007842884304296804e+00 7.224018284283467012e-03
-1.267455655853303165e-01 -1.007265599670601253e+00 7.268694045809077908e-03
-1.314023435879528579e-01 -1.006669178254234298e+00 7.313369807334693141e-03
-1.360558859219537786e-01 -1.006049794028297528e+00 7.349956397307284665e-03
-1.407057391815394465e-01 -1.005404229274252215e+00 7.377320301241721383e-03
-1.453545593141397640e-01 -1.004748333250354397e+00 7.409419370525358213e-03
-1.500017320280340738e-01 -1.004075963039394059e+00 7.449069108879339575e-03
-1.546457854164358103e-01 -1.003385283744022693e+00 7.490244604267564006e-03
-1.592826827051790628e-01 -1.002652601255002773e+00 7.534920365793175770e-03
-1.639179455391651108e-01 -1.001910012979572828e+00 7.579596127318791871e-03
-1.685474713272566150e-01 -1.001132654729027127e+00 7.624271888844403634e-03
-1.731760909685778616e-01 -1.000349672119217992e+00 7.668947650370014531e-03
-1.777991387712483662e-01 -9.995321056832991991e-01 7.713623411895628029e-03
-1.824216420880748757e-01 -9.987116871786760885e-01 7.758299173421238058e-03
-1.870353079808247942e-01 -9.978449774050791587e-01 7.802974934946849822e-03
-1.916489738735751014e-01 -9.969782676314822289e-01 7.847650696472465923e-03
-1.962589327418270135e-01 -9.960832100234887632e-01 7.892326457998076819e-03
-2.008688011948472352e-01 -9.951874610049002978e-01 7.937002219523687715e-03
-2.054666829814940920e-01 -9.942397697653593269e-01 7.981677981049302081e-03
-2.100631487060564406e-01 -9.932859422567875685e-01 8.026353742574911243e-03
-2.146383794827187996e-01 -9.922994455976001937e-01 8.071029504100522139e-03
-2.192087098867892825e-01 -9.913054099036553435e-01 8.115705265626138240e-03
-2.237842631001234206e-01 -9.902754673960200149e-01 8.160381027151749136e-03
-2.283617416260376176e-01 -9.892322883643969167e-01 8.205056788677361768e-03
-2.329334229400397971e-01 -9.881644711821467864e-01 8.249732550202976133e-03
-2.375019663136486159e-01 -9.870833177532271074e-01 8.294408311728585295e-03
-2.420637973535337273e-01 -9.859743018069629938e-01 8.339084073254196192e-03
-2.466205016503389136e-01 -9.848440050403649559e-01 8.383759834779812292e-03
-2.511717876814228978e-01 -9.836931188640281043e-01 8.417599064863940175e-03
-2.557173230378462780e-01 -9.825203801239806856e-01 8.439936945626747358e-03
-2.602582641703112820e-01 -9.813296248193894566e-01 8.471283108661463099e-03
-2.647924072075454327e-01 -9.801122103178165901e-01 8.515958870187073995e-03
-2.693245398355109677e-01 -9.788861797765209261e-01 8.560634631712683157e-03
-2.738524282661317089e-01 -9.776419598180327020e-01 8.605310393238295788e-03
-2.783760887874459633e-01 -9.763832900429258999e-01 8.649986154763911889e-03
-2.828863302922640655e-01 -9.750787578063779826e-01 8.694661916289522785e-03
-2.873945281469195145e-01 -9.737675308537800944e-01 8.739337677815133681e-03
-2.918918136808953956e-01 -9.724205566437829074e-01 8.784013439340748047e-03
-2.963881159492266493e-01 -9.710703613911578769e-01 8.828689200866357209e-03
-3.008724455123599206e-01 -9.696809452077113090e-01 8.873364962391968105e-03
